# last update: 9-APR-2022
# combo:collection:skeleton
aplatform64-role:Ansible:molecule-aplatform64
aplatform64-role:Ansible:role-aplatform64-full
aplatform64-role:Licenses:git-coc
aplatform64-role:Licenses:gnu-v3
aplatform64-role:MarkDown:ansible-role-aplatform64
git-generic:GIT:generic
git-generic:Licenses:git-coc
git-generic:Licenses:gnu-v3
git-generic:MarkDown:project-generic-readme-v2
git-generic:MarkDown:project-generic-changelog
git-generic:MarkDown:project-generic-contributing
git-terraform-module:GIT:terraform-module
git-terraform-module:Terraform:module-generic
git-terraform-module:Licenses:gnu-v3
git-terraform-module:MarkDown:terraform-module
git-terraform-module:MarkDown:project-generic-changelog
git-terraform-terra4cloud64:GIT:terraform-module
git-terraform-terra4cloud64:Terraform:module-generic
git-terraform-terra4cloud64:Licenses:gnu-v3
git-terraform-terra4cloud64:MarkDown:terraform-terra4cloud64
git-terraform-terra4cloud64:MarkDown:project-generic-changelog
git-shellscript:GIT:generic
git-shellscript:Licenses:git-coc
git-shellscript:Licenses:gnu-v3
git-shellscript:MarkDown:shellscript-generic-v2
git-shellscript:MarkDown:project-generic-changelog
git-shellscript:MarkDown:project-generic-contributing
